Contents,Class
"@obsurfer84 @teenage Yes, you can lie about Islam all you want and you can deny all the evidence all you want.  No one cares about opinion.",racism
"@obsurfer84 @teenage You can blab endlessly about love, but you defend a religion of hate - which is the action of a hater, namely you.",racism
"@obsurfer84 Mohammed's excuse in every aggression is, ""I had to attack because I heard they were going to attack"".",racism
@obsurfer84 But the truth is that Mohammed followers were worthless starving thugs that produced nothing and so wanted the riches of Khybar.,racism
@obsurfer84 And today many Muslims are still worthless thugs that produce nothing. They are either rescued by oil money or try to steal.,racism
@obsurfer84 Even your own link shows that the Jews were the producers and the Muslims lived by stealing others property.,racism
"@obsurfer84 Then, when there was no one left to rob, the Muslims returned to being dessert Bedouins still trying to rob each other.",racism
@obsurfer84 99% of all inventions come from the west. Islam has produced nothing in 1000 years. Mohammed was an illiterate who produced nada,racism
"@obsurfer84 The few things Islam came up with were from conquered people and came in spite of Islam, not because of it.",racism
@obsurfer84 The ME led the world in development before there was Islam and fell behind the world after Islam.,racism
@obsurfer84 And the Muslims robbed the wealthy merchants.,racism
"@obsurfer84 Now you are babbling like every Muslim conspiracy idiot. ""CIA created ISIS"".Utterly stupid and without evidence. You are blocked",racism
@westernreviews @hanna_bard Sometimes you have to go to the Hadiths to clarify the Quran.,racism
"@westernreviews @hanna_bard For example, the Quran says leaving Islam is not accepted.  The Hadiths say kill anyone who leaves.",racism
"@RednetSarah @labajetta_mike @ISIS_Med If that is Allah's wish, then why doesn't the lazy asshole do it himself.",racism
"@labajetta_mike @RednetSarah @ISIS_Med Let me guess, you've got no friends and no career.  Either that or you are a psychopath.",racism
@loveconcursall This is an ISIS humanitarian concern. It's a terrible thing to do to ISIS.  Now they can't rape her any more.,racism
@sasapetricic Must be hard on ISIS. Now they can't rape her anymore or make a propaganda film of her execution.,racism
@ShabirBurhani It must be hard on you terrorists.  Now you can't rape that prisoner any more or make a propaganda film of her execution.,racism
The Daesh are getting too thin on manpower to hold all the fronts where they need to fight.  Bombing does have an effect.,racism
@scamp_faridxx @AbuAlbaraaSham Suddenly the Daesh murderers of children pretend to care about children. But it's just propaganda.,racism
"@scamp_faridxx @AbuAlbaraaSham Yeah, it's called caring about human life, idiot - something a genocidal Daesh would'nt understand.",racism
"@scamp_faridxx @AbuAlbaraaSham Islam declared war on all humanity 1400 years ago, so talking about murderers of Muslims is total hypocrisy.",racism
"Islam is simply an excuse to rape, murder, loot, practice bigotry, sexism and hatred. The prophet Mohamed designed it to get thugs to follow",racism
"With it's jihad cornerstone, Islam is a religion that was designed for those that would rather loot and rape for a living than work.",racism
@hassanrahman11 @ToAllahWeReturn One Christ terror group that no longer exist is what scum like you use to rationalize 107 Mus terror groups,racism
@hassanrahman11 @ToAllahWeReturn Need I say more? Destroy Islam before it destroys us. http://t.co/g8YR2PWlrp,racism
@AshForSyria @TheMoeDee @RazanSpeaks Do you have a way to kill the Daesh scum that are hiding behind civilians with hurting civilians?,racism
@buttercupashby What does ISIS do that your pedophile prophet did not do?,racism
@1oNo1_Islam Take your stupid cult superstition and stick it up your behind.,racism
@sabaajmal380 @ministryofstalk Islam worships a phony nonexistent terrorist god.  They would be better off worshiping rocks.,racism
RT @bobwilsonn: The Assumption that #islam is just another religion already fooled a lot of ppl.Islam is about war &amp;world domination. http:?,racism
@ClassicDCoy @billmaher What - are you stupid.  There is nothing that compares to the inhumanity and barbarity of Islam.,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a slave trader who owned 28 slaves.,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who beheaded 600 Jews in one day and sold their women and children into slavery.,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a rapist who raped young girls and approved of the rape of slaves.,racism
@buttercupashby @MaDaSaHaTtEr_17 The fact is that Mohammed was every bit as vile and sick as ISIS. He is their model.,racism
@buttercupashby @MaDaSaHaTtEr_17 And you lie again. The majority of Muslims were forced into it. http://t.co/uMKItLB5h9,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed ran two Jewish tribes out of Medina and stole their property.,racism
"@buttercupashby @MaDaSaHaTtEr_17 Mohammed attacked the third Jewish tribe in Medina, beheaded all of it's men, sold all the rest to slavery",racism
"@buttercupashby @MaDaSaHaTtEr_17 Mohammed later attacked the Jews of Khybar, slaughtered many and also stole their property.",racism
"@buttercupashby @MaDaSaHaTtEr_17 So while he murdered thousands of Jews, you talk about visiting some sick neighbor, idiot.",racism
@buttercupashby @MaDaSaHaTtEr_17 Another one of those filthy lies Muslims love to tell. This is the truth. http://t.co/iVRtDVh4sx,racism
"@buttercupashby @MaDaSaHaTtEr_17 You lie again. The Quran and Hadith do tell you to murder ""non believers"" http://t.co/DyXiE27pBn",racism
"@buttercupashby @MaDaSaHaTtEr_17 I take the whole sura, microbrain. You make such statement trying to hide the barbarity of Islam.",racism
"@MaDaSaHaTtEr_17 @buttercupashby There is no love and respect in the Quran. It is full of hatred, bigotry, sexism and incitement to murder.",racism
@MaDaSaHaTtEr_17 @buttercupashby Any idiot lawyer could make the case that the Quran should be outlawed on the basis of being hate speech.,racism
"@MaDaSaHaTtEr_17 @buttercupashby Furthermore, telling people that they should be tolerant of a wholly intolerant religion is idiotic.",racism
"@buttercupashby @MaDaSaHaTtEr_17 I already brought you proof straight from my Qurans. If you refuse to read it, then shut up and leave.",racism
"@MaDaSaHaTtEr_17 @buttercupashby Another lie about the ""few bad seed"" All the polls show Muslim extremism. http://t.co/XIHmeTALon",racism
"@MaDaSaHaTtEr_17 Yes, he's vile because he is against a religion that has produced more than 100 terroris groups. http://t.co/38v2E6yjcx",racism
"RT @TRobinsonNewEra: In Australia, their tax money helps finance their country's own destruction by terrorists:: https://t.co/zwWlcAZtmZ sa?",racism
@PeoplesReport @AlterNet Scum bag ISIS supporters will say anything to justify their barbaric behavior.,racism
@PeoplesReport @AlterNet Blacks have murdered far more whites than the reverse.  Your one sided presentation shows you are a racist.,racism
@OneLegSandpiper @DblBlackDs So what is to blame for the more than 100 Islamist terrorists organizations? The Book of Mormon?,racism
"@OneLegSandpiper @DblBlackDs Looks like you are the ignorant asshole, in that there is no other religion that has close to that number.",racism
@OneLegSandpiper @DblBlackDs Islam declared war on all humanity 1400 hundred years ago. So hide your head up your butt if you like.,racism
@OneLegSandpiper @DblBlackDs But Islam is the source and dealing with the symptom accomplishes zero. After ISIS and the rest will be more.,racism
"@OneLegSandpiper @DblBlackDs It already is a war.  Islam has been at war for 1400 years. Ignorant, cowardly people try to hide from the fact",racism
@OneLegSandpiper @DblBlackDs How idiotic. There never were more than 5 million native Americans and most died from diseases.,racism
"@OneLegSandpiper @DblBlackDs And while we move on, Islam goes backwards because their canon demand it.",racism
@ArarMaher @WIRED What's your point? Islam declared war on all humanity 1400 years ago.  Time to respond in kind.,racism
"RT @WolfSpirit2013: Lets Get It Straight. In Islam There is Radical and There Is Moderate ... ??
#ThisIsIslam http://t.co/fnuM8rZZJz",racism
RT @robfit: The 3 Stages of the Islamic demographic Jihad... #tcot =&gt;  http://t.co/UttUXJPIf3,racism
"RT @robfit: By time of Crusades, Muslims had already captured two-thirds of the Christian world - http://t.co/IL0pvg49EO http://t.co/jtJ7se?",racism
@wilytone @SenTomCotton He couldn't be close to the idiot you are.  Terrorism has been rampant in ME 1400 years.,racism
@wilytone @jmorgan_jamie @SenTomCotton @GOP The Islamist were there the whole time.  It was only the dictators that kept them quite.,racism
"@abunaseeha2 @AnsarulShareeah Yeah, this is bad. They should take ISIS example, put them in a cage and torch them all.",racism
@abunaseeha2 May Allah piss on him before giving him his 72 virgin pigs.,racism
"@ybahrumi @abunaseeha2 And celebratory shouts of ""fuck Allah"" could be heard all over the US. Now Daesh pussies will fight real soldiers.",racism
@abunaseeha2 Have they told the tribe yet that their daughters would become whores for sexual jihad?,racism
@striv5r @abunaseeha2 And if you are over 12 you will have to go and die for Baghdadi next week.,racism
"@abunaseeha2 @uygaraktas It's okay, your pedophile prophet used catapults against cities and killed civilians all the time.",racism
"@RamiAlLolah @abunaseeha2 Poor Daesh. Now they can't rape her, torture her, or make an execution video of her.",racism
"@exJizyacolector @abunaseeha2 Yes, only Islam can generate that level of barbarity, hatred, and inhumanity. https://t.co/frOHLueT12",racism
@Vandaliser @sajid_fairooz @IsraeliRegime Don't rely on a single case. Read the pact of Umar.,racism
"@Vandaliser @sajid_fairooz @IsraeliRegime Go read what the Pact says, and don't waste my time.",racism
@Vandaliser @sajid_fairooz @IsraeliRegime There are no Jews in Saudi or many of the Gulf states because the Muslims exterminated them.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime There was no golden age.  Jews were regularly slaughter by Muslims in pogroms.,racism
"@Vandaliser @sajid_fairooz @IsraeliRegime Any achievements by Jews in Spain was despite Islam, not because of it.",racism
@Vandaliser @sajid_fairooz @IsraeliRegime Where the Muslims followed the example of Mohammed and continued to murder them.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime The Jews initially all lived in Muslim lands.  The vast majority now live in Christian lands.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime And of course the reason the majority now live in Christian lands is Muslim abuse.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Read Ibn Warraq on the treatement of Jews and other minorities in Muslim history.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime I don't see how that is relevant to how non Muslims were treated as third class citizens.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime The Jews were always more educated and productive than the backward Muslims.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Muslims didn't invent mathematics.  Greeks and Indians started Algebra before Muslims.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Go read about the history of Algebra. The few small contributions from Mus came from conquered ppl,racism
@Vandaliser @sajid_fairooz @IsraeliRegime There was no Muslim golden age. Those states were always slave states.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Those Muslim states survived off the sweat of slaves and the intellect of minorities.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Without Muslims science would be exactly where it is today. They made zero contrib to comp science,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Science was moving forward in India and Persia before Islam.  Islam only slowed it down.,racism
"@Vandaliser @sajid_fairooz @IsraeliRegime Finally, the backwards effects of Islam ground progress in Muslim countries to a halt.",racism
@Vandaliser @sajid_fairooz @IsraeliRegime And for the last 1000 years Muslims have contributed virtually nothing to science.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Now try to get an education before you repeat the lies and stupidity you get from your Imam.,racism
@Vandaliser @sajid_fairooz @IsraeliRegime Islam is the religion of hatred and bigotry. http://t.co/speHOyfjU1,racism
"@Vandaliser @sajid_fairooz @IsraeliRegime Notice how most of the contributions are from Persians, not Arabs, and are despite Islam.",racism
